Flow rate (kg / s)
0.011636973
0.019163699
0.019281509
0.019242239
0.019451678
0.019425498
0.019111339
0.019844377
0.019202969
0.019281509
0.019268419
0.019857467
0.019229149
0.019320778
0.019687297
0.019189879
0.019373138
0.019399318
0.019386228
0.019124429
0.019399318
0.019831287
0.019202969
0.019922917
0.019608758
0.019556398
0.019255329
0.019438588
0.019464768
0.019268419
0.019543308
0.019739657
0.019098249
0.01887572
0.019399318
0.01881027
0.019163699
0.019111339
0.019229149
0.019464768
0.019477858
0.020014546
0.019870557
0.01891499
0.019360048
0.01891499
0.019032799
0.019504038
0.019346958
0.019543308
0.019124429
0.019543308
0.01891499
0.019006619
0.019504038
0.019137519
0.019268419
0.019333868
0.020040726
0.019425498
0.019294599
0.019556398
0.019713477
0.01883645
0.019634937
0.019032799
0.019543308
0.019425498
0.020263255
0.019556398
0.019451678
0.019242239
0.019176789
0.019438588
0.019268419
0.019085159
0.019268419
0.019373138
0.019726567
0.019412408
0.019477858
0.020040726
0.01884954
0.019490948
0.01898044
0.019477858
0.018666281
0.01883645
0.019320778
0.019582578
0.019464768
0.019294599
0.019464768
0.01869246
0.019176789
0.019072069
0.019202969
0.0189019
0.019006619
0.019333868
0.019412408
0.019150609
0.018666281
0.019085159
0.019242239
0.019163699
0.019569488
0.019412408
0.019124429
0.019595668
0.018587741
0.018666281
0.019360048
0.019608758
0.019163699
0.019582578
0.019883647
0.019792017
0.019608758
0.019883647
0.019792017
0.019648027
0.019085159
0.019281509
0.01874482
0.018195042
0.017592904
0.017501274
0.016899136
0.016061379
0.015472331
0.015354521
0.014451314
0.013809906
0.012998329
0.007618356
0.007552906
0.007592176
0.007814705
0.007762345
0.007932515
0.003495019
0
