Flow rate (kg / s)
0.006970402812499999
0.008842266854166666
0.008809541958333332
0.008613192583333332
0.00874736465625
0.009002618843749999
0.008819359427083331
0.008933896562499998
0.008845539343749998
0.008874991749999998
0.008822631916666665
0.009038616229166664
0.008734274697916666
0.008842266854166666
0.008822631916666665
