Flow rate (kg / s)
0.006328994854166666
0.008056869354166664
0.008171406489583331
0.007975057114583331
0.008181223958333332
0.008197586406249999
0.008102684208333332
0.008115774166666666
0.008024144458333332
0.008017599479166665
0.008204131385416666
0.007922697281249998
0.008233583791666665
0.008017599479166665
0.008089594249999998
